ID,Item Name,GL Code,Catalog,Category,Menus,Stock,Cost,Price
246569,Sweet Lounge Blue Raspberry Bottles,Food & Beverage,Food & Beverage,Food: Snacks,,10,1.9,4
246570,Sweet lounge Strawberry Hearts,Food & Beverage,Food & Beverage,Food: Snacks,,17,1.9,4
246572,Sweet Lounge Tropical Pineapples,Sale of Goods,Food & Beverage,Food: Snacks,,7,1.9,4
246574,Sweet Lounge Watermelon Slices,Food & Beverage,Food & Beverage,Food: Snacks,,5,1.9,4
246581,Olipop Doctor Goodwin,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,17,1.86,3.99
246785,Ruby Jewel Strawberry,Food & Beverage,Food & Beverage,Food: Snacks,,5,3.09,4.99
246786,Ruby Jewel Salted Caramel,Sale of Goods,Food & Beverage,Food: Snacks,,1,3.09,4.99
246787,Helados Mexico Churro,Food & Beverage,Food & Beverage,Food: Snacks,,23,1.27,3.49
246788,Snow Cone,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.3,3.49
246980,Koji Miso Paste,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,3.82,8
246981,Sesame Tofu,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,10,2.32,4.99
246984,Dry Candied Iyokan Peel,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,7,2.29,4.5
246993,Super Coarse Ground Soba Noodles,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,6,3.6,7.99
246995,Mirin Type,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,4,4.29,8.99
247398,Elixir Garlic Jalapeno hot sauce,Sale of Goods,Food & Beverage,Food: Other Condiments & Ingredients,,20,8.05,15.99
247426,Sweet Lounge Vegan pineapple,Food & Beverage,Food & Beverage,Food: Snacks,,18,2.57,5.5
247427,Sweet Lounge Vegan Watermelon,Food & Beverage,Food & Beverage,Food: Snacks,,18,2.57,5.5
247428,Sweet Lounge Vegan Fruity Bear,Food & Beverage,Food & Beverage,Food: Snacks,,11,1.87,4
247429,Sweet Lounge Vegan Cola Bottles,Sale of Goods,Food & Beverage,Food: Snacks,,10,1.87,4
247456,Great Notion Blueberry Muffin,Food & Beverage,Food & Beverage,Beverage: Beer,,24,5.4,7.99
247463,Cheese Brothers Jalapeno Pepper Che,Food & Beverage,Food & Beverage,Food: Snacks,,1,4.47,8.99
247529,Marquis Lemon Lavender,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,17,1.7,4
247530,Marquis citrus yuzu,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,21,1.7,4
247531,Marquis lychee peach,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,16,1.7,4
247532,Marquis pineapple passion,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,18,1.7,4
247533,Marquis super berry,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,15,1.7,4
247534,Marquis Mango GINGER,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,19,1.7,4
247588,Tyrrell's Truffle & Sea Salt,Food & Beverage,Food & Beverage,Food: Snacks,,0,4.09,9.99
248260,GFB cookie dough bites,Food & Beverage,Food & Beverage,Food: Snacks,,4,3.14,6.99
248261,GFB cranberry snack bar,Food & Beverage,Food & Beverage,Food: Snacks,,5,1.35,2.99
248263,GFB maple and raisin oatmeal,Sale of Goods,Food & Beverage,Food: Breakfast Meals & Ingredients,,22,1.61,3.99
248264,GFB fruit nuts seeds oatmeal,Sale of Goods,Food & Beverage,Food: Breakfast Meals & Ingredients,,18,1.61,3.99
248265,GFB apple cinnamon oatmeal,Sale of Goods,Food & Beverage,Food: Breakfast Meals & Ingredients,,20,1.61,3.99
248266,cheese brothers green onion cheddar,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,0,3.97,7.99
248296,Nowhere Ridgeline,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,20,3.89,7.99
248298,Millstream Grape Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,17,0.98,1.99
248300,Millstream Black Cherry Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,13,0.98,1.99
248301,Millstream Blueberry Lemonade Soda,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,7,0.98,1.99
248302,Millstream Orange Cream Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,6,0.98,1.99
248303,Millstream Sarsaparilla Soda,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,0,0.98,1.99
248305,Apothecary Blackberry Chaga Crisp,Food & Beverage,Food & Beverage,Food: Snacks,,0,7,9.99
248306,Apothecary Cranberry Crisp,Food & Beverage,Food & Beverage,Food: Snacks,,0,7,9.99
248307,Apothecary Mountain Morning,Sale of Goods,Food & Beverage,Food: Snacks,,0,7,9.99
248308,Apothecary Woodsmans Provisions,Food & Beverage,Food & Beverage,Food: Snacks,,4,7,9.99
248309,Apothecary Sunrise On The Summit,Food & Beverage,Food & Beverage,Food: Snacks,,2,7,9.99
249596,Oil and Vinegar black truffle oil,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,5,7.5,15
249647,Puchao Grape,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.49,2.99
249648,Puchao Cola,Food & Beverage,Food & Beverage,Food: Snacks,,10,1.49,2.99
249649,Puchao Mango,Food & Beverage,Food & Beverage,Food: Snacks,,19,1.49,2.99
249650,Ramune Grape Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,13,3.09,5.99
249651,Jacobsen Co. Ramen Seasoning,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,6,4.5,9.99
249685,Pocky Strawberry 1.41 oz,Food & Beverage,Food & Beverage,Food: Snacks,,28,1.54,2.99
249854,Oil and Vinegar pepperoncini oil,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,7,5.25,11
249855,Oil and Vinegar Tuscan herb EVOO,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,8,5.25,11
249856,Kewpie Mayonnaise,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,0,,5
249889,Brets Chevre chips,Food & Beverage,Food & Beverage,Food: Snacks,,1,2.72,6.99
249931,Pocky Chocolate (from variety pack),Sale of Goods,Food & Beverage,Food: Snacks,,0,1.79,4.49
249932,Pocky Nutty Almond,Food & Beverage,Food & Beverage,Food: Snacks,,7,1.79,4.49
249933,Pocky Cookies and Cream,Food & Beverage,Food & Beverage,Food: Snacks,,-1,1.79,4.49
249934,Pocky Milky Matcha,Sale of Goods,Food & Beverage,Food: Snacks,,-1,1.79,4.49
249952,Helados Mexico Bolis Con Crema,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.27,2.5
249953,Rosati Mangoneada,Food & Beverage,Food & Beverage,Food: Snacks,,12,1.09,1.99
249954,La Michoacana Mango Chamoy Chilito,Food & Beverage,Food & Beverage,Food: Snacks,,18,2.69,5.49
250212,Raaka Classic Hot Chocolate,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,2,6.95,14
250215,Hudson Valley marshmallow pumpkin s,Food & Beverage,Food & Beverage,Food: Snacks,,0,4.11,7.99
250286,Portlandia Cocktail Sauce,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,10,4.3,9.99
250295,Rogue Beef Jerky Maple and Brown Su,Food & Beverage,Food & Beverage,Food: Snacks,,22,5,10
250296,Rogue Beef Jerky Hickory,Food & Beverage,Food & Beverage,Food: Snacks,,7,5,10
250297,Rogue Beef Jerky Cherry Chipotle,Food & Beverage,Food & Beverage,Food: Snacks,,21,5,10
250298,Rogue Beef Jerky Bonfire Bourbon,Sale of Goods,Food & Beverage,Food: Snacks,,18,5,10
250301,Steeped Decaf coffee,Food & Beverage,Cafe,Beverage: Coffee & Tea (hot drinks),,46,1.1,4
250311,Califia Oat milk 32 oz,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,0,3.69,6.99
250317,Leisure Hydration Tropical Mango,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,23,2.5,4.99
250344,Pockets Chocolates matcha almonds,Food & Beverage,Food & Beverage,Food: Snacks,,1,3.59,7.99
250345,Honey Crisp Apple Pear Cider,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,2,5.55,10
250347,Cheese Brothers Mango Habenero Goud,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,5,3.97,7.99
250349,Pockets Mocha Almonds,Food & Beverage,Food & Beverage,Food: Snacks,,15,1.59,3.49
250350,Pockets Black Sesame Almonds,Food & Beverage,Food & Beverage,Food: Snacks,,0,3.59,7.99
250351,Coffee Chocolate cream and sugar,Food & Beverage,Food & Beverage,Food: Snacks,,19,1.29,2.99
250353,Pockets mango yuzu 3.53oz,Food & Beverage,Food & Beverage,Food: Snacks,,6,3.59,7.99
250356,CBS nuts creamunchy PB Blue,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,6,6.26,12.49
250357,CB’s nuts 14oz jalepeno,Food & Beverage,Food & Beverage,Food: Snacks,,5,5,9.99
250359,Lovely Bunch Yuzu Apple Juice,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,6,3.06,5.99
250385,Pumpkin Spice Biscotti,Sale of Goods,Food & Beverage,Food: Snacks,,15,1.65,3.49
250386,Eggnog White Choc Biscotti,Food & Beverage,Food & Beverage,Food: Snacks,,13,1.65,3.49
250408,Mulberry Matcha,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,1,9.48,14.99
250409,Japanese Ginger Tea,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,2,5.25,10.99
250410,Fermented Miso Paste,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,5,3.79,8
250411,Dry Candied Kawachi Bankan,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.29,4.5
250412,Dry Candied Yuzu Peel,Sale of Goods,Food & Beverage,Food: Snacks,,4,2.29,4.5
250413,Dry Candied Amanatsu Peel,Food & Beverage,Food & Beverage,Food: Snacks,,7,2.29,4.5
250466,Leisure Hydration Wild Blueberry,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,17,2.5,5
250751,Leisure hydration lemonade,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,42,2.5,4.99
250752,Rusty’s Chips Black Pepper,Sale of Goods,Food & Beverage,Food: Snacks,,25,2.29,3.99
250753,Rusty’s Chips Sea Salt,Sale of Goods,Food & Beverage,Food: Snacks,,37,2.29,3.99
250947,Sweet Lounge Chocpops Salted Carame,Food & Beverage,Food & Beverage,Food: Snacks,,9,1.85,4
250948,Sweet Lounge Cappuccino Creams,Food & Beverage,Food & Beverage,Food: Snacks,,6,3.99,7.99
250949,Sweet Lounge Strawberry Creams,Food & Beverage,Food & Beverage,Food: Snacks,,31,3.99,7.99
251002,Churro Cookie Sandwich,Food & Beverage,Food & Beverage,Food: Snacks,,7,2.56,4.99
251032,Goat Eats Sweet Potato Chips,Food & Beverage,Food & Beverage,Food: Snacks,,9,2.25,4.99
251033,Savoursmiths Truffle and Rosemary C,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.57,5.99
251034,Desert salt and vinegar chips,Food & Beverage,Food & Beverage,Food: Snacks,,2,2.57,5.99
251035,Savoursmith Desert Salt,Food & Beverage,Food & Beverage,Food: Snacks,,4,2.57,5.99
251036,Bubbly and serano chilli chips,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.57,5.99
251075,Potter’s Crackers Herbes de Provenc,Food & Beverage,Food & Beverage,Food: Snacks,,18,,7.49
251118,Savoursmith Italian Cheese and Wine,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.17,2.99
251119,Savoursmith Vegan Waygu Beef and Ho,Food & Beverage,Food & Beverage,Food: Snacks,,0,2.57,5.99
251241,Raaka Apple Crisp,Food & Beverage,Food & Beverage,Food: Snacks,,8,3.99,7.99
251242,Raaka Strawberry & Cream,Food & Beverage,Food & Beverage,Food: Snacks,,6,3.99,7.99
251243,Raaka Cookies & Cream,Food & Beverage,Food & Beverage,Food: Snacks,,3,3.99,7.99
251244,GFB Chocolate Peanut Butter Bar,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.45,2.99
251245,Lotus Foods Forbidden Rice,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,5,4.58,8.99
251246,Lotus Foods Tricolor Blend Rice,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,4,4.42,8.99
251247,Lotus Foods Jasmine Rice,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,2,6.58,12.99
251248,Lotus Foods Garlicky Veggie Ramen,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,0,3.09,5.99
251249,Lotus Foods Red Miso,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,0,3.09,5.99
251322,Strawberry Puchao,Food & Beverage,Food & Beverage,Food: Snacks,,5,0.98,2.99
251362,DGD Totally Nuts,Food & Beverage,Food & Beverage,Food: Snacks,,6,4.5,7.49
251363,Fields of Green,Food & Beverage,Food & Beverage,Beverage: Beer,,2,3.14,4.99
251364,Ridgeback Red Red Ale,Food & Beverage,Food & Beverage,Beverage: Beer,,13,2.6,4.99
251365,Jammy Pale Ale,Sale of Goods,Food & Beverage,Beverage: Beer,,23,2.98,4.99
251370,Whole Fruit Strawberry Pop,Sale of Goods,Food & Beverage,Food: Snacks,,5,0.75,1.99
251371,Whole Fruit Grape Pop,Sale of Goods,Food & Beverage,Food: Snacks,,4,0.75,1.99
251372,Whole Fruit Cherry Pop,Sale of Goods,Food & Beverage,Food: Snacks,,4,0.75,1.99
251373,Barq's Root Beer Pop,Sale of Goods,Food & Beverage,Food: Snacks,,-7,0.75,1.99
251426,Ruby Jewel Pumpkin Ginger,Sale of Goods,Food & Beverage,Food: Snacks,,13,3.09,4.99
251459,Nantucket Crisps Hot Honey,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.5,3
251460,Nantucket Crisps Sweet Onion,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.5,3
251523,TRE-FIN Albacore Tuna Loin .99lb,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,14.35,17.82
251524,TRE-FIN Albacore Tuna Loin .76lb,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,11.02,13.68
251525,TRE-FIN Albacore Tuna Loin .59lb,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,0,8.55,10.62
251526,TRE-FIN Albacore Tuna Loin .93lb,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,13.48,16.74
251539,Raaka Winter Citrus,Food & Beverage,Food & Beverage,Food: Snacks,,7,4.4,7.99
251540,Raaka Candy Cane,Food & Beverage,Food & Beverage,Food: Snacks,,11,3.59,7.99
251563,Wild Bills Apple Pie Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,31,1.91,3.99
251564,Wild Bills Orange Cream,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,16,1.91,3.99
251578,Wild Bills Pumpkin Spice,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,32,1.91,3.99
251580,Torres Foie Gras,Food & Beverage,Food & Beverage,Food: Snacks,,0,3.13,5.99
251581,Torres Pickle Chip,Sale of Goods,Food & Beverage,Food: Snacks,,0,3.13,5.99
251675,Olipop Ridge Rush,Sale of Goods,Food & Beverage,Food: Snacks,,30,1.86,3.99
251683,Huxley strawberry sequoia,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,18,2.1,4.99
251684,Huxley mango mesa,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,6,2.18,4.99
251715,Bearded Brothers Lemon Cashew,Food & Beverage,Food & Beverage,Food: Snacks,,6,1.73,3.49
251716,Bearded Brothers Raspberry Lemon,Sale of Goods,Food & Beverage,Food: Snacks,,7,1.73,3.49
251717,Bearded Brothers Almond Butter Choc,Food & Beverage,Food & Beverage,Food: Snacks,,2,1.73,3.49
251718,Bearded Brothers Almond Butter Vani,Food & Beverage,Food & Beverage,Food: Snacks,,4,1.73,3.49
251719,Yo! Bar Mango Shuffle,Food & Beverage,Food & Beverage,Food: Snacks,,21,0.68,1.5
251720,Yo! Bar Strawberry Stride,Food & Beverage,Food & Beverage,Food: Snacks,,0,0.68,1.5
251733,Magic Spoon Chocolate Peanut Butter,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.8,3.99
251734,Magic Spoon Blueberry Muffin,Food & Beverage,Food & Beverage,Food: Snacks,,7,1.8,3.99
251735,Magic Spoon Marshmallow,Sale of Goods,Food & Beverage,Food: Snacks,,0,1.8,3.99
251736,Oil and Vinegar Garlic Olive Oil,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,5,5.25,11
251800,Cheese Brothers Port Wine Spread,Food & Beverage,Food & Beverage,Food: Snacks,,1,4.47,8.99
251801,Cheese Brothers Swiss Almond,Food & Beverage,Food & Beverage,Food: Snacks,,0,4.47,8.99
251802,Cheese Brothers Jalapeno Bake,Food & Beverage,Food & Beverage,Food: Snacks,,2,5.47,10.99
251803,Cheese Brothers Garlic Bake,Food & Beverage,Food & Beverage,Food: Snacks,,0,5.47,10.99
251804,Cheese Brothers Bacon Bake,Sale of Goods,Food & Beverage,Food: Snacks,,3,5.47,10.99
251816,Bardo Let It Linger,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,2,7.5,15
251847,Paradigm Vodka Sauce,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,12,5.75,11.99
251848,Paradigm Marinara Sauce,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,12,5.75,11.99
251849,Paradigm Classic BBQ,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,6,4.25,8.99
251850,Paradigm Microbrew BBQ SAUCE,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,6,4.25,8.99
251877,Spiced apple cider,Sale of Goods,Cafe,Beverage: Coffee & Tea (hot drinks),,24,0.35,2.99
251883,Seedless Raspberry Jam,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,0,3.5,7
251895,Yuzu flavored oil,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,7,4.4,9
251897,Yame matcha honey,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,6,6.8,14
251898,Kishimen udon noodles,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,2,3.28,6.99
251904,Pumpkin konjac noodles,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,3,1.73,5
251923,Puchao Ramune flavor,Food & Beverage,Food & Beverage,Food: Snacks,,3,1.49,2.99
251931,Acqua Panna Water,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,-8,3.06,5.99
251932,Cremerie Classique Butter,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,32,4.61,7.99
251942,Pfriem American Lager,Sale of Goods,Food & Beverage,Beverage: Beer,,13,2.37,3.99
251965,Alpenrose Egg Nog,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,19,4.64,5.99
251987,Yuzu + Roasted Green Tea,Food & Beverage,Food & Beverage,Beverage: Coffee & Tea,,0,4.8,9.99
251988,Mentsuyu Noodle Base,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,0,5.4,10.99
252011,Nantucket Stuffing chips,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.4,3
252015,Nantucket cocktail sauce chips,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.5,3
252065,Pure Maple Cream,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,10,9.91,18.99
252066,Tea Lover’s Bicotti Pack,Food & Beverage,Food & Beverage,Food: Snacks,,3,8,16
252067,Chocolate Lover’s Biscotti Pack,Food & Beverage,Food & Beverage,Food: Snacks,,4,8,14
252068,Coffee Lover’s Biscotti Pack,Food & Beverage,Food & Beverage,Food: Snacks,,4,8,14
252069,Holiday Favorites Biscotti Pack,Food & Beverage,Food & Beverage,Food: Snacks,,0,8,14
252070,Wine Lover’s Bicotti Pack,Food & Beverage,Food & Beverage,Food: Snacks,,4,8,16
259269,Moo salted Caramel bar,Food & Beverage,Food & Beverage,Food: Snacks,,8,0.87,1.49
259270,Moo Peanut Butter Bar,Food & Beverage,Food & Beverage,Food: Snacks,,11,0.87,1.49
259271,Moo Solid Milk Chocolate,Food & Beverage,Food & Beverage,Food: Snacks,,29,0.87,1.49
259272,Moo Rice Crispy Bar,Food & Beverage,Food & Beverage,Food: Snacks,,15,0.87,1.49
259273,Moo Honey Caramel Bar,Food & Beverage,Food & Beverage,Food: Snacks,,28,0.66,1.49
259274,Moo Graham Cracker bar,Food & Beverage,Food & Beverage,Food: Snacks,,5,0.66,1.49
259275,Moo Creamy Milk Chocolate,Food & Beverage,Food & Beverage,Food: Snacks,,15,0.87,1.49
259286,Sted egg nog bar,Food & Beverage,Food & Beverage,Food: Snacks,,12,3.49,6
259287,Zuberfizz Ginger Ale,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,88,1.38,2.99
259288,Zuberfizz Orange Cream Soda,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,93,1.38,2.99
259289,Zuberfizz Key Lime Cream Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,77,1.38,2.99
259290,Zuberfizz Vanilla Cream Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,95,1.38,2.99
259291,Zuberfizz Strawberry Rhubarb soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,91,1.38,2.99
259292,Zuberfizz Grape Soda,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,98,1.38,2.99
259293,Zuberfizz Creamy Root Beer,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,83,1.38,2.99
259294,Zuberfizz Cola,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,62,1.38,2.99
259295,Sted Maple Toffee,Sale of Goods,Food & Beverage,Food: Snacks,,1,5,10
259296,Sted Caramel Crack,Food & Beverage,Food & Beverage,Food: Snacks,,1,1.25,2.5
259297,Sted Bobber Bar,Food & Beverage,Food & Beverage,Food: Snacks,,4,3.6,6
259298,Sted Honey Lavender,Food & Beverage,Food & Beverage,Food: Snacks,,5,1.25,2.5
259299,Sted Mint Mocha,Food & Beverage,Food & Beverage,Food: Snacks,,4,1.25,2.5
259300,Sted Egg Nog Mini,Food & Beverage,Food & Beverage,Food: Snacks,,0,1.25,2.5
259301,Sted Almond Maple Brittle,Food & Beverage,Food & Beverage,Food: Snacks,,5,1.25,2.5
259302,Sted Pecan Orange Spice Mini Bar,Food & Beverage,Food & Beverage,Food: Snacks,,1,1.25,2.5
259303,Sted Peppermint Candy Cane Bar,Food & Beverage,Food & Beverage,Food: Snacks,,16,3.49,6
259328,Cranberry cheese bliss bar,Sale of Goods,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,5.47,10.99
259329,Pocky Cookies and Cream,Sale of Goods,Food & Beverage,Food: Other Condiments & Ingredients,,14,0,4.49
259330,Pocky Matcha,Sale of Goods,Food & Beverage,Food: Other Condiments & Ingredients,,20,0,4.49
259441,Hakubaku Shoyu Ramen,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,2.14,3.99
259442,Hakubaku Miso Ramen,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,42,2.14,3.99
259466,CCC Peppermint Caramel,Food & Beverage,Food & Beverage,Food: Snacks,,17,2.99,5
259467,CCC Pumpkin Caramel,Sale of Goods,Food & Beverage,Food: Snacks,,8,2.99,5
259468,CCC Egg Nog Truffle,Food & Beverage,Food & Beverage,Food: Snacks,,20,2.99,7
259469,CCC Peanut Butter Banana,Food & Beverage,Food & Beverage,Food: Snacks,,7,2.99,7
259470,CCC Pumpkin Spice Latte,Food & Beverage,Food & Beverage,Food: Snacks,,10,2.99,7
259471,CCC Maple Caramels,Sale of Goods,Food & Beverage,Food: Snacks,,0,6,10
259472,CCC Peppermint Bark,Food & Beverage,Food & Beverage,Food: Snacks,,15,2.99,7
259568,Lotus Gold Zero,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,25,2.49,4.99
259571,Lotus Green,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,21,2.49,4.99
259572,Lotus Orange,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,9,2.49,4.99
259573,Lotus Gold Cane,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,14,2.49,4.99
259574,Lotus Purple,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,22,2.49,4.99
259575,Lotus Blue,Sale of Goods,Food & Beverage,Beverage: Other Drinks,,4,2.49,4.99
259576,Lotus Red,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,2,2.49,4.99
259577,Lotus Pink,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,18,2.49,4.99
260536,Alpenrose Whole Milk Quart,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,2,1.31,2.99
260549,Tara Pineapple Juice,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,60,2,4.99
260550,Tara Guava Juice,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,30,1.96,4.99
260712,Jacobsen Tingly Sichuan Salt,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,4,7.9,12
260713,Jacobsen Sea Salt & Pepper Grinder,Food & Beverage,Food & Beverage,Food: Other Condiments & Ingredients,,5,5.8,10
260732,Sweet Lounge Selection Box,Food & Beverage,Food & Beverage,Food: Snacks,,1,3.95,4.99
260733,Sweet Lounge Fizzy Gummy Mix,Food & Beverage,Food & Beverage,Food: Snacks,,0,3.95,4.99
260734,Sweet Lounge Chocpops Creamy Milk,Food & Beverage,Food & Beverage,Food: Snacks,,6,3.06,4
260735,Sweet Lounge Strawberry Hearts 130G,Food & Beverage,Food & Beverage,Food: Snacks,,37,2.3,5
260843,Blue Lotus Cane Sugar,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,9,2.49,4.99
260844,Pink Lotus Cane Sugar,Food & Beverage,Food & Beverage,Beverage: Other Drinks,,13,2.49,4.99
260854,Wood's Vanilla Syrup,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,1,10,12.99
260855,Wood's Smoked syrup,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,4,9.5,14.99
260856,Wood's Blueberry Crush Maple Syrup,Food & Beverage,Food & Beverage,Food: Breakfast Meals & Ingredients,,4,9.5,14.99
260857,Coco Rolls Original,Food & Beverage,Food & Beverage,Food: Snacks,,6,3,5
260861,Coco Rolls Salted Caramel,Food & Beverage,Food & Beverage,Food: Snacks,,16,3,5
260862,Coco Rolls Espresso,Food & Beverage,Food & Beverage,Food: Snacks,,16,3,5
260863,Mochi Sea Salt Snack Bites,Food & Beverage,Food & Beverage,Food: Snacks,,27,3,5
260864,Mochi Golden Curry,Food & Beverage,Food & Beverage,Food: Snacks,,34,3,5
260865,Mochi Tamari Teriyaki,Food & Beverage,Food & Beverage,Food: Snacks,,17,3,5
260866,Mochi Thai Bird Sriracha Snack Bite,Food & Beverage,Food & Beverage,Food: Snacks,,20,3,5
260991,TRE-FIN Albacore Tuna Pack 3oz,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,19,3,6
260993,Brets Summer Truffle Chips,Food & Beverage,Food & Beverage,Food: Snacks,,0,5.29,6.99
261122,Hand Stretched Ramen,Food & Beverage,Food & Beverage,Food: Lunch / Dinner Meals & Ingredients,,1,4.3,7.99
